"REF_DATE","GEO","DGUID","Electric power, components","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2007-06","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","3107209","","r","","0"
"2007-07","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","2951425","","","","0"
"2007-08","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","2444163","","","","0"
"2007-09","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","2251870","","","","0"
"2007-10","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","2738795","","","","0"
"2007-11","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","2820636","","","","0"
"2007-12","Ontario","","Total hydro generation","Megawatt hours","210","units","0","v222259","7.112","2828174","","","","0"
"2002-05","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2225517","","r","","0"
"2002-06","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2821212","","r","","0"
"2002-07","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4298042","","r","","0"
"2002-08","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4060311","","r","","0"
"2002-09","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3532742","","r","","0"
"2002-10","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3795989","","r","","0"
"2002-11","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4023417","","r","","0"
"2002-12","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4402014","","r","","0"
"2003-01","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4843712","","r","","0"
"2003-02","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4230236","","r","","0"
"2003-03","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4001427","","r","","0"
"2003-04","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3783002","","r","","0"
"2003-05","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3118742","","r","","0"
"2003-06","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3443760","","r","","0"
"2003-07","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4202456","","r","","0"
"2003-08","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3968024","","r","","0"
"2003-09","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2454081","","r","","0"
"2003-10","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3917553","","r","","0"
"2003-11","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3262543","","r","","0"
"2003-12","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2835852","","","","0"
"2004-01","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","4199363","","r","","0"
"2004-02","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3316604","","r","","0"
"2004-03","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2806127","","r","","0"
"2004-04","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2106018","","r","","0"
"2004-05","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","1865266","","r","","0"
"2004-06","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2054003","","r","","0"
"2004-07","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2298541","","r","","0"
"2004-08","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2472731","","r","","0"
"2004-09","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2503073","","r","","0"
"2004-10","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3110597","","r","","0"
"2004-11","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2862416","","r","","0"
"2004-12","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2735889","","r","","0"
"2005-01","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3634810","","r","","0"
"2005-02","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3048943","","r","","0"
"2005-03","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3230843","","r","","0"
"2005-04","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2469963","","r","","0"
"2005-05","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2224380","","r","","0"
"2005-06","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3412583","","r","","0"
"2005-07","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3540198","","r","","0"
"2005-08","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3703265","","r","","0"
"2005-09","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2942461","","r","","0"
"2005-10","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2640193","","r","","0"
"2005-11","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2519777","","r","","0"
"2005-12","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3108882","","r","","0"
"2006-01","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3067603","","","","0"
"2006-02","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2639472","","","","0"
"2006-03","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2475360","","","","0"
"2006-04","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","1612605","","","","0"
"2006-05","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2066846","","","","0"
"2006-06","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2810042","","","","0"
"2006-07","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3413898","","","","0"
"2006-08","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2925196","","","","0"
"2006-09","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2252941","","","","0"
"2006-10","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2423922","","r","","0"
"2006-11","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2288443","","","","0"
"2006-12","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2032642","","","","0"
"2007-01","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3108667","","r","","0"
"2007-02","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3551892","","r","","0"
"2007-03","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2884675","","r","","0"
"2007-04","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2673784","","r","","0"
"2007-05","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","1912627","","r","","0"
"2007-06","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2876173","","r","","0"
"2007-07","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2924949","","","","0"
"2007-08","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","3725555","","","","0"
"2007-09","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2766850","","","","0"
"2007-10","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2471191","","","","0"
"2007-11","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2721332","","","","0"
"2007-12","Ontario","","Total conventional steam generation","Megawatt hours","210","units","0","v222260","7.113","2486926","","","","0"
"2002-05","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5339389","","","","0"
"2002-06","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5386401","","","","0"
"2002-07","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5605630","","","","0"
"2002-08","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5524646","","","","0"
"2002-09","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5366708","","","","0"
"2002-10","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4820131","","","","0"
"2002-11","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4878212","","","","0"
"2002-12","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5334616","","","","0"
"2003-01","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6181708","","","","0"
"2003-02","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5275644","","","","0"
"2003-03","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5451639","","","","0"
"2003-04","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4614374","","","","0"
"2003-05","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4752925","","","","0"
"2003-06","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4925376","","","","0"
"2003-07","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5912486","","","","0"
"2003-08","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5035729","","","","0"
"2003-09","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5719260","","","","0"
"2003-10","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","3573152","","r","","0"
"2003-11","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4800125","","r","","0"
"2003-12","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6119538","","r","","0"
"2004-01","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6275056","","r","","0"
"2004-02","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5796116","","r","","0"
"2004-03","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6508789","","","","0"
"2004-04","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6127485","","","","0"
"2004-05","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6470122","","","","0"
"2004-06","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6785400","","","","0"
"2004-07","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7054241","","","","0"
"2004-08","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7392419","","","","0"
"2004-09","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5786399","","","","0"
"2004-10","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5198743","","","","0"
"2004-11","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5388029","","","","0"
"2004-12","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7280514","","","","0"
"2005-01","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7116382","","","","0"
"2005-02","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6374241","","","","0"
"2005-03","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6724695","","","","0"
"2005-04","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","4659317","","","","0"
"2005-05","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5646628","","","","0"
"2005-06","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6412335","","","","0"
"2005-07","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6951772","","","","0"
"2005-08","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7223663","","","","0"
"2005-09","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6899278","","","","0"
"2005-10","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6431692","","","","0"
"2005-11","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6560950","","","","0"
"2005-12","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6967901","","","","0"
"2006-01","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7336828","","","","0"
"2006-02","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7093943","","","","0"
"2006-03","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7409756","","","","0"
"2006-04","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6713895","","","","0"
"2006-05","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6487957","","","","0"
"2006-06","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6690715","","","","0"
"2006-07","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7493077","","","","0"
"2006-08","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","8001435","","","","0"
"2006-09","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6842802","","","","0"
"2006-10","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6532695","","","","0"
"2006-11","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","5874460","","","","0"
"2006-12","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6979290","","","","0"
"2007-01","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6781860","","","","0"
"2007-02","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6497438","","","","0"
"2007-03","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6629533","","","","0"
"2007-04","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6306904","","","","0"
"2007-05","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6889286","","","","0"
"2007-06","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6654443","","","","0"
"2007-07","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7124556","","","","0"
"2007-08","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6962981","","","","0"
"2007-09","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6199588","","","","0"
"2007-10","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6050759","","","","0"
"2007-11","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","6028776","","","","0"
"2007-12","Ontario","","Total steam nuclear generation","Megawatt hours","210","units","0","v222261","7.114","7624030","","","","0"
"2002-05","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","5219","","r","","0"
"2002-06","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4693","","r","","0"
"2002-07","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4629","","r","","0"
"2002-08","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4511","","r","","0"
"2002-09","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4523","","r","","0"
"2002-10","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4505","","r","","0"
"2002-11","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","5377","","r","","0"
"2002-12","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","5945","","r","","0"
"2003-01","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","6560","","r","","0"
"2003-02","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","5610","","r","","0"
"2003-03","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","6254","","r","","0"
"2003-04","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","10276","","r","","0"
"2003-05","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4882","","r","","0"
"2003-06","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3850","","r","","0"
"2003-07","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3618","","r","","0"
"2003-08","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4317","","r","","0"
"2003-09","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4228","","r","","0"
"2003-10","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4285","","r","","0"
"2003-11","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4135","","","","0"
"2003-12","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3632","","","","0"
"2004-01","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4415","","r","","0"
"2004-02","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4208","","r","","0"
"2004-03","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4423","","","","0"
"2004-04","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4148","","r","","0"
"2004-05","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3903","","r","","0"
"2004-06","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3974","","r","","0"
"2004-07","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3995","","r","","0"
"2004-08","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4061","","r","","0"
"2004-09","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3844","","r","","0"
"2004-10","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4092","","r","","0"
"2004-11","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4129","","r","","0"
"2004-12","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3468","","r","","0"
"2005-01","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4208","","","","0"
"2005-02","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3689","","","","0"
"2005-03","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4048","","","","0"
"2005-04","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3984","","","","0"
"2005-05","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4081","","","","0"
"2005-06","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3847","","","","0"
"2005-07","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3419","","","","0"
"2005-08","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4337","","r","","0"
"2005-09","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4059","","","","0"
"2005-10","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4383","","","","0"
"2005-11","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4209","","","","0"
"2005-12","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3822","","","","0"
"2006-01","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3946","","","","0"
"2006-02","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3881","","","","0"
"2006-03","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","4066","","","","0"
"2006-04","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3527","","","","0"
"2006-05","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3270","","","","0"
"2006-06","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2823","","","","0"
"2006-07","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2331","","","","0"
"2006-08","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2516","","","","0"
"2006-09","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","3183","","","","0"
"2006-10","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2808","","","","0"
"2006-11","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2679","","","","0"
"2006-12","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2534","","","","0"
"2007-01","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","9664","","","","0"
"2007-02","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2633","","","","0"
"2007-03","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","2813","","","","0"
"2007-04","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1544","","","","0"
"2007-05","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1549","","","","0"
"2007-06","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1593","","r","","0"
"2007-07","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1321","","","","0"
"2007-08","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1560","","","","0"
"2007-09","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1542","","","","0"
"2007-10","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1770","","","","0"
"2007-11","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1721","","","","0"
"2007-12","Ontario","","Total internal combustion generation","Megawatt hours","210","units","0","v222262","7.115","1812","","","","0"
"2002-05","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","551863","","r","","0"
"2002-06","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","545455","","r","","0"
"2002-07","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","574604","","r","","0"
"2002-08","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","601729","","r","","0"
"2002-09","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","549313","","r","","0"
"2002-10","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","697637","","r","","0"
"2002-11","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","668163","","r","","0"
"2002-12","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","711769","","r","","0"
"2003-01","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","705587","","r","","0"
"2003-02","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","658251","","r","","0"
"2003-03","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","712804","","r","","0"
"2003-04","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","586073","","r","","0"
"2003-05","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","582391","","r","","0"
"2003-06","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","541638","","r","","0"
"2003-07","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","567511","","r","","0"
"2003-08","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","597702","","r","","0"
"2003-09","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","601269","","r","","0"
"2003-10","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","684010","","r","","0"
"2003-11","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","719639","","r","","0"
"2003-12","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","700631","","","","0"
"2004-01","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","691083","","r","","0"
"2004-02","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","626694","","r","","0"
"2004-03","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","759712","","r","","0"
"2004-04","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","661370","","r","","0"
"2004-05","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","609667","","r","","0"
"2004-06","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","602518","","r","","0"
"2004-07","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","574553","","r","","0"
"2004-08","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","604938","","r","","0"
"2004-09","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","690669","","r","","0"
"2004-10","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","741494","","r","","0"
"2004-11","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","728380","","r","","0"
"2004-12","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","780116","","r","","0"
"2005-01","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","838314","","r","","0"
"2005-02","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","744699","","r","","0"
"2005-03","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","812329","","r","","0"
"2005-04","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","695652","","r","","0"
"2005-05","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","663233","","r","","0"
"2005-06","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","705650","","r","","0"
"2005-07","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","728376","","r","","0"
"2005-08","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","724361","","r","","0"
"2005-09","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","609283","","r","","0"
"2005-10","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","568981","","r","","0"
"2005-11","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","629202","","r","","0"
"2005-12","Ontario","","Total combustion turbine generation","Megawatt hours","210","units","0","v222263","7.116","658863","","","","0"
